Customer_ID,Name,First_order,Total_orders,Total_revenue,Average_order_value,Time_to_2nd_purchase,Last_purchase,City , tier,Acquisition_channel,RePurchased
CUST-0023992,Janani Mishra,7/26/2025,1,2459,2459,,7/26/2025,Delhi , Tier 1,Meta,N
CUST-0023994,Ishanvi Sem,10/12/2022,1,2025,2025,,10/12/2022,Bhopal , Tier 2,Organic Instagram,N
CUST-0023995,Girish Cherian,11/10/2024,1,2414,2414,,11/10/2024,Mumbai , Tier 1,Google,N
CUST-0023997,Amara Wagle,5/30/2022,2,5376,2688,1221,10/2/2025,Dehradun , Tier 2,Meta,Y
CUST-0023998,Janya Bera,2/25/2024,3,8189,2729.67,303,3/9/2025,Delhi , Tier 1,Influencer,Y
CUST-0024001,Theodore Thaman,1/17/2023,2,4659,2329.5,66,3/24/2023,Delhi , Tier 1,Email/SMS,Y
CUST-0024002,Jasmit Rama,2/4/2023,3,8861,2953.67,558,4/21/2025,Ludhiana , Tier 2,Meta,Y
CUST-0024003,Udant Lad,7/9/2023,1,2890,2890,,7/9/2023,Lucknow , Tier 2,Meta,N
CUST-0024004,Aarna Venkatesh,4/26/2022,1,1458,1458,,4/26/2022,Gurgaon , Tier 2,Influencer,N
CUST-0024006,Leena Raghavan,11/6/2025,1,3361,3361,,11/6/2025,Mysuru , Tier 2,Meta,N
CUST-0024010,Qabil Parmar,12/9/2025,1,2738,2738,,12/9/2025,Kanpur , Tier 2,Meta,N
CUST-0024012,Xiti Zachariah,4/11/2024,1,2958,2958,,4/11/2024,Noida , Tier 2,Organic Instagram,N
CUST-0024013,Xavier Jani,2/17/2022,1,1892,1892,,2/17/2022,Chennai , Tier 1,Google,N
CUST-0024016,Zinal Sarna,3/25/2022,1,1563,1563,,3/25/2022,Ranchi , Tier 2,Organic Instagram,N
CUST-0024017,Gagan Venkataraman,2/24/2022,4,9359,2339.75,908,10/20/2025,Gurgaon , Tier 2,Meta,Y
CUST-0024018,Balendra Thaker,3/5/2022,5,11219,2243.8,96,10/7/2025,Kanpur , Tier 2,Instagram DM,Y
CUST-0024019,Luke Sandhu,3/14/2025,1,4091,4091,,3/14/2025,Indore , Tier 2,Meta,N
CUST-0024020,Watika Mital,8/22/2024,1,2485,2485,,8/22/2024,Pune , Tier 1,Meta,N
CUST-0024022,Kabir Gill,7/15/2022,3,7277,2425.67,547,7/25/2024,Hyderabad , Tier 1,Meta,Y
CUST-0024023,Wishi Vala,6/17/2025,1,3547,3547,,6/17/2025,Chennai , Tier 1,Meta,N
CUST-0024025,Naveen Bir,12/30/2023,2,4619,2309.5,2,1/2/2024,Visakhapatnam , Tier 2,Organic Instagram,Y
CUST-0024029,Arunima Rajagopalan,9/1/2025,1,2573,2573,,9/1/2025,Mumbai , Tier 1,Influencer,N
CUST-0024030,Harita Vasa,1/2/2023,1,2047,2047,,1/2/2023,Kolkata , Tier 1,Google,N
CUST-0024031,Tanay Bhagat,7/17/2023,2,4459,2229.5,476,11/5/2024,Hyderabad , Tier 1,Influencer,Y
CUST-0024032,Amruta Gera,2/7/2023,2,4635,2317.5,861,6/17/2025,Delhi , Tier 1,Instagram DM,Y
CUST-0024035,Aishani Nagi,3/24/2024,1,2614,2614,,3/24/2024,Bhubaneswar , Tier 2,Email/SMS,N
CUST-0024037,Idika Bawa,1/22/2025,1,2564,2564,,1/22/2025,Bengaluru , Tier 1,Meta,N
CUST-0024038,Naveen Sangha,9/27/2025,1,3459,3459,,9/27/2025,Ludhiana , Tier 2,Meta,N
CUST-0024039,Balendra Arya,8/14/2023,1,2276,2276,,8/14/2023,Delhi , Tier 1,Meta,N
CUST-0024040,George Garde,10/24/2025,1,3792,3792,,10/24/2025,Kolkata , Tier 1,Meta,N
CUST-0024041,Damini Shah,10/19/2023,2,4291,2145.5,232,6/7/2024,Delhi , Tier 1,Meta,Y
CUST-0024042,Elijah Gole,3/30/2024,1,2870,2870,,3/30/2024,Bhubaneswar , Tier 2,Meta,N
CUST-0024046,Bachittar Vora,9/29/2023,1,1729,1729,,9/29/2023,Pune , Tier 1,Meta,N
CUST-0024048,Rajeshri Gera,3/10/2023,2,4867,2433.5,641,12/10/2024,Indore , Tier 2,Meta,Y
CUST-0024051,Vyanjana Dhawan,10/1/2023,1,2294,2294,,10/1/2023,Nagpur , Tier 2,Instagram DM,N
CUST-0024052,Krishna Bhasin,5/7/2024,4,13877,3469.25,35,8/9/2025,Bengaluru , Tier 1,Meta,Y
CUST-0024053,Onveer Reddy,10/14/2024,1,2659,2659,,10/14/2024,Bhubaneswar , Tier 2,Influencer,N
CUST-0024054,Shivani Chatterjee,3/6/2023,1,1810,1810,,3/6/2023,Nashik , Tier 2,Offline (Friends/Family),N
CUST-0024056,Jeet Thakur,6/8/2023,1,2192,2192,,6/8/2023,Coimbatore , Tier 2,Meta,N
CUST-0024059,Ojasvi Saxena,10/25/2023,5,11680,2336,26,9/26/2024,Bengaluru , Tier 1,Google,Y
CUST-0024064,Daksh Badal,1/12/2025,2,7027,3513.5,312,11/21/2025,Mumbai , Tier 1,Meta,Y
CUST-0024065,Ronith Grewal,10/4/2022,1,1711,1711,,10/4/2022,Chennai , Tier 1,Influencer,N
CUST-0024066,Atharv Morar,7/6/2025,1,2258,2258,,7/6/2025,Pune , Tier 1,Offline (Friends/Family),N
CUST-0024067,Gopal Nagar,1/12/2023,1,2267,2267,,1/12/2023,Rajkot , Tier 2,Meta,N
CUST-0024069,Hamsini Randhawa,11/22/2023,2,5217,2608.5,611,7/25/2025,Delhi , Tier 1,Meta,Y
CUST-0024070,Ekaraj Pai,10/10/2023,3,8122,2707.33,178,10/8/2025,Lucknow , Tier 2,Meta,Y
CUST-0024072,Theodore Badal,4/23/2024,1,2675,2675,,4/23/2024,Delhi , Tier 1,Meta,N
CUST-0024073,Yashoda Prakash,5/15/2022,1,1573,1573,,5/15/2022,Pune , Tier 1,Meta,N
CUST-0024074,Harshil Tank,10/13/2025,2,5273,2636.5,25,11/7/2025,Mumbai , Tier 1,Meta,Y
CUST-0024077,Anvi Suresh,3/28/2025,1,3294,3294,,3/28/2025,Kolkata , Tier 1,Meta,N
CUST-0024078,Wishi Sarin,11/15/2023,1,1986,1986,,11/15/2023,Ahmedabad , Tier 1,Influencer,N
CUST-0024079,Zashil Joshi,2/14/2024,2,4576,2288,173,8/6/2024,Mumbai , Tier 1,Google,Y
CUST-0024081,Mahika Chana,1/28/2023,3,7767,2589,259,9/26/2025,Pune , Tier 1,Organic Instagram,Y
CUST-0024082,Ati Chaudhary,6/22/2024,1,2566,2566,,6/22/2024,Jaipur , Tier 2,Meta,N
CUST-0024083,Girish Narang,1/30/2022,3,7131,2377,409,10/19/2024,Pune , Tier 1,Meta,Y
CUST-0024084,Aarush Varty,3/19/2024,2,5997,2998.5,608,11/18/2025,Mumbai , Tier 1,Organic Instagram,Y
CUST-0024085,Sarthak Badal,8/21/2022,1,1592,1592,,8/21/2022,Gurgaon , Tier 2,Meta,N
CUST-0024087,Neelima Sule,6/9/2024,1,2806,2806,,6/9/2024,Mumbai , Tier 1,Google,N
CUST-0024088,Vedhika Amble,1/5/2022,1,1655,1655,,1/5/2022,Hyderabad , Tier 1,Meta,N
CUST-0024090,Arin Samra,8/21/2022,1,1715,1715,,8/21/2022,Noida , Tier 2,Meta,N
CUST-0024091,Qadim Mannan,4/29/2025,1,3295,3295,,4/29/2025,Kolkata , Tier 1,Meta,N
CUST-0024092,Praneel Ganesan,9/4/2022,4,10590,2647.5,256,8/31/2025,Bhopal , Tier 2,Organic Instagram,Y
CUST-0024093,Harini Rama,9/26/2022,2,3440,1720,31,10/27/2022,Hyderabad , Tier 1,Meta,Y
CUST-0024095,Yutika Tank,2/2/2022,2,4755,2377.5,1383,11/16/2025,Hyderabad , Tier 1,Influencer,Y
CUST-0024097,Indrajit Jaggi,2/9/2022,4,9729,2432.25,563,4/23/2025,Ludhiana , Tier 2,Influencer,Y
CUST-0024098,Isaac Pant,9/2/2023,1,2044,2044,,9/2/2023,Dehradun , Tier 2,Email/SMS,N
CUST-0024099,Utkarsh Prabhakar,6/21/2025,1,3874,3874,,6/21/2025,Delhi , Tier 1,Offline (Friends/Family),N
CUST-0024101,Mahika Bal,6/16/2023,1,2016,2016,,6/16/2023,Patna , Tier 2,Meta,N
CUST-0024102,Oeshi Loyal,5/12/2025,2,5852,2926,188,11/16/2025,Kochi , Tier 2,Meta,Y
CUST-0024104,Varsha Rau,6/9/2024,1,3161,3161,,6/9/2024,Noida , Tier 2,Organic Instagram,N
CUST-0024107,Faras Goswami,1/31/2022,4,9145,2286.25,390,5/13/2025,Ahmedabad , Tier 1,Influencer,Y
CUST-0024108,Yash Dugar,11/30/2024,1,2365,2365,,11/30/2024,Gurgaon , Tier 2,Meta,N
CUST-0024111,Arjun Upadhyay,1/8/2022,1,1856,1856,,1/8/2022,Mysuru , Tier 2,Meta,N
CUST-0024112,Jhalak Bahl,6/12/2023,1,2112,2112,,6/12/2023,Patna , Tier 2,Email/SMS,N
CUST-0024116,Omkaar Varkey,5/3/2022,1,1950,1950,,5/3/2022,Surat , Tier 2,Meta,N
CUST-0024117,Bina Chand,4/16/2024,1,2777,2777,,4/16/2024,Rajkot , Tier 2,Google,N
CUST-0024118,Jairaj Shankar,11/7/2024,1,2902,2902,,11/7/2024,Bengaluru , Tier 1,Meta,N
CUST-0024119,Jairaj Manne,1/5/2024,2,4676,2338,310,11/10/2024,Kolkata , Tier 1,Google,Y
CUST-0024120,Gautam Khatri,12/8/2023,1,1964,1964,,12/8/2023,Indore , Tier 2,Google,N
CUST-0024122,Rajeshri Varkey,3/22/2023,2,5058,2529,463,6/27/2024,Lucknow , Tier 2,Offline (Friends/Family),Y
CUST-0024123,Balvan Dutt,2/25/2023,1,2490,2490,,2/25/2023,Bengaluru , Tier 1,Meta,N
CUST-0024124,Bhavya Sehgal,10/17/2025,1,3452,3452,,10/17/2025,Delhi , Tier 1,Influencer,N
CUST-0024125,Radha Bains,5/25/2024,1,2911,2911,,5/25/2024,Indore , Tier 2,Meta,N
CUST-0024127,Tara Ahluwalia,6/12/2024,1,3203,3203,,6/12/2024,Visakhapatnam , Tier 2,Instagram DM,N
CUST-0024129,Yashodhara Patel,2/16/2025,3,9540,3180,152,10/22/2025,Delhi , Tier 1,Meta,Y
CUST-0024130,Bhavini Bora,5/3/2022,1,1547,1547,,5/3/2022,Lucknow , Tier 2,Google,N
CUST-0024131,Tristan Kala,3/6/2025,1,3031,3031,,3/6/2025,Indore , Tier 2,Meta,N
CUST-0024139,Theodore Vaidya,1/15/2023,2,4347,2173.5,102,4/28/2023,Mysuru , Tier 2,Meta,Y
CUST-0024140,Omya Maharaj,8/11/2024,2,5509,2754.5,80,10/30/2024,Kanpur , Tier 2,Organic Instagram,Y
CUST-0024142,Elijah Raj,3/29/2023,1,1850,1850,,3/29/2023,Kolkata , Tier 1,Google,N
CUST-0024145,Omisha Kuruvilla,12/25/2023,1,2264,2264,,12/25/2023,Bengaluru , Tier 1,Meta,N
CUST-0024146,Peter Ratti,4/29/2024,1,2933,2933,,4/29/2024,Mumbai , Tier 1,Google,N
CUST-0024148,Nimrat Magar,12/25/2024,1,3343,3343,,12/25/2024,Gurgaon , Tier 2,Meta,N
CUST-0024151,Rachana Pandit,10/27/2025,1,2808,2808,,10/27/2025,Ranchi , Tier 2,Meta,N
CUST-0024152,Liam Amble,3/25/2022,4,9649,2412.25,374,5/19/2025,Bhubaneswar , Tier 2,Meta,Y
CUST-0024154,Maya Ramachandran,10/10/2023,2,4821,2410.5,178,4/6/2024,Bengaluru , Tier 1,Meta,Y
CUST-0024156,Damini Kant,3/18/2024,1,3161,3161,,3/18/2024,Mumbai , Tier 1,Email/SMS,N
CUST-0024157,Indali Tella,2/24/2024,2,6263,3131.5,402,4/1/2025,Ranchi , Tier 2,Meta,Y
CUST-0024158,Advaith Madan,4/25/2022,1,1583,1583,,4/25/2022,Rajkot , Tier 2,Meta,N
CUST-0024159,Hredhaan Vaidya,8/4/2024,2,6025,3012.5,358,7/29/2025,Nashik , Tier 2,Google,Y
CUST-0024161,Janya Pandit,3/18/2024,2,6143,3071.5,494,7/25/2025,Dehradun , Tier 2,Meta,Y
CUST-0024163,Lajita Dyal,10/26/2023,3,7515,2505,479,10/8/2025,Ahmedabad , Tier 1,Meta,Y
CUST-0024166,Chakradhar Ramachandran,12/31/2022,3,6642,2214,298,4/18/2025,Pune , Tier 1,Offline (Friends/Family),Y
CUST-0024168,Vamakshi Nigam,11/15/2023,1,2290,2290,,11/15/2023,Ahmedabad , Tier 1,Google,N
CUST-0024171,Faras Banerjee,3/23/2024,1,2363,2363,,3/23/2024,Dehradun , Tier 2,Meta,N
CUST-0024172,Vaishnavi Narain,8/20/2024,2,5993,2996.5,459,11/22/2025,Rajkot , Tier 2,Google,Y
CUST-0024174,Wahab Bala,11/20/2024,2,5874,2937,325,10/12/2025,Visakhapatnam , Tier 2,Instagram DM,Y
CUST-0024176,Charles Shan,1/22/2022,1,1701,1701,,1/22/2022,Kochi , Tier 2,Meta,N
CUST-0024177,Lekha Sachar,7/3/2022,2,4854,2427,703,6/6/2024,Lucknow , Tier 2,Meta,Y
CUST-0024178,Ikshita Srinivas,3/11/2024,4,12359,3089.75,160,6/10/2025,Nagpur , Tier 2,Organic Instagram,Y
CUST-0024182,Vrinda Lala,6/14/2023,3,7207,2402.33,147,10/14/2024,Bengaluru , Tier 1,Organic Instagram,Y
CUST-0024183,Nathaniel Upadhyay,6/21/2025,1,3746,3746,,6/21/2025,Bhubaneswar , Tier 2,Organic Instagram,N
CUST-0024184,Leela Sarraf,7/14/2025,1,3011,3011,,7/14/2025,Chandigarh , Tier 2,Meta,N
CUST-0024186,Abha Lalla,8/28/2025,1,3041,3041,,8/28/2025,Coimbatore , Tier 2,Meta,N
CUST-0024189,Shravya Bhat,9/29/2022,2,3910,1955,326,8/21/2023,Mumbai , Tier 1,Meta,Y
CUST-0024190,Tanveer Lal,3/8/2024,1,2620,2620,,3/8/2024,Indore , Tier 2,Instagram DM,N
CUST-0024191,Oscar Atwal,5/1/2022,1,1609,1609,,5/1/2022,Mysuru , Tier 2,Email/SMS,N
CUST-0024192,Krisha Saraf,11/17/2024,1,3076,3076,,11/17/2024,Kanpur , Tier 2,Influencer,N
CUST-0024193,Ati Ram,1/15/2024,1,2907,2907,,1/15/2024,Mysuru , Tier 2,Meta,N
CUST-0024194,Indrajit Agarwal,6/12/2023,1,2302,2302,,6/12/2023,Jaipur , Tier 2,Meta,N
CUST-0024196,Diya Goda,6/23/2025,2,5356,2678,188,12/29/2025,Bengaluru , Tier 1,Email/SMS,Y
CUST-0024197,Urmi Mittal,4/7/2023,1,2399,2399,,4/7/2023,Mumbai , Tier 1,Email/SMS,N
CUST-0024199,Tanveer Mitra,12/2/2025,1,2396,2396,,12/2/2025,Ahmedabad , Tier 1,Instagram DM,N
CUST-0024201,Yashodhara Pant,6/22/2024,1,3461,3461,,6/22/2024,Delhi , Tier 1,Meta,N
CUST-0024203,Kashish Chander,11/9/2022,3,7013,2337.67,489,4/16/2025,Bengaluru , Tier 1,Google,Y
CUST-0024204,Qadim Om,1/28/2023,2,5399,2699.5,594,9/14/2024,Mumbai , Tier 1,Meta,Y
CUST-0024205,Shaurya Vora,4/15/2023,2,3699,1849.5,90,7/14/2023,Delhi , Tier 1,Email/SMS,Y
CUST-0024206,Siya Pradhan,10/1/2023,1,2370,2370,,10/1/2023,Hyderabad , Tier 1,Meta,N
CUST-0024207,Yashawini Chowdhury,9/3/2022,1,1757,1757,,9/3/2022,Jaipur , Tier 2,Meta,N
CUST-0024208,Girish Grover,3/25/2022,3,5505,1835,486,6/27/2024,Ludhiana , Tier 2,Email/SMS,Y
CUST-0024209,Krishna Anand,10/24/2022,4,9269,2317.25,5,3/25/2025,Mumbai , Tier 1,Influencer,Y
CUST-0024210,Parth Murthy,5/26/2024,1,2615,2615,,5/26/2024,Kolkata , Tier 1,Meta,N
CUST-0024211,Kiaan Vohra,12/26/2023,2,6518,3259,552,6/30/2025,Bengaluru , Tier 1,Email/SMS,Y
CUST-0024212,Bhavika Patil,7/19/2022,2,3798,1899,852,11/17/2024,Nagpur , Tier 2,Google,Y
CUST-0024213,Rishi Raghavan,7/3/2022,3,7832,2610.67,660,3/14/2025,Vadodara , Tier 2,Google,Y
CUST-0024214,Bina Chand,2/28/2022,2,5880,2940,1171,5/14/2025,Bengaluru , Tier 1,Meta,Y
CUST-0024215,Finn Rajan,11/30/2023,1,2446,2446,,11/30/2023,Coimbatore , Tier 2,Offline (Friends/Family),N
CUST-0024216,Faqid Kade,4/15/2025,1,3700,3700,,4/15/2025,Delhi , Tier 1,Meta,N
CUST-0024217,Pratyush Chandra,11/6/2022,3,6149,2049.67,307,12/10/2024,Delhi , Tier 1,Meta,Y
CUST-0024218,Harita Lanka,9/22/2023,3,7117,2372.33,2,12/22/2024,Ahmedabad , Tier 1,Meta,Y
CUST-0024220,Fitan Krishnan,5/13/2024,1,2917,2917,,5/13/2024,Gurgaon , Tier 2,Meta,N
CUST-0024221,Dhruv Sethi,3/12/2023,3,6780,2260,570,3/21/2025,Noida , Tier 2,Google,Y
CUST-0024225,Ekansh Ravel,8/6/2024,1,2715,2715,,8/6/2024,Noida , Tier 2,Influencer,N
CUST-0024227,Dalbir Roy,5/3/2022,3,7152,2384,47,5/6/2025,Visakhapatnam , Tier 2,Influencer,Y
CUST-0024228,Dhriti Agate,9/9/2023,2,5476,2738,418,11/1/2024,Gurgaon , Tier 2,Meta,Y
CUST-0024229,Gaurika Gupta,8/20/2022,1,1537,1537,,8/20/2022,Mumbai , Tier 1,Meta,N
CUST-0024230,Lipika Choudhry,2/23/2023,1,2253,2253,,2/23/2023,Bengaluru , Tier 1,Meta,N
CUST-0024232,Zehaan Goel,5/5/2023,2,5905,2952.5,461,8/8/2024,Bengaluru , Tier 1,Email/SMS,Y
CUST-0024233,Harish Shankar,11/5/2024,1,2090,2090,,11/5/2024,Delhi , Tier 1,Meta,N
CUST-0024235,Rehaan Bhagat,3/24/2022,3,7592,2530.67,971,11/17/2025,Ahmedabad , Tier 1,Email/SMS,Y
CUST-0024236,Luke Ghose,5/7/2022,2,4521,2260.5,460,8/10/2023,Mumbai , Tier 1,Meta,Y
CUST-0024237,Janya Deshmukh,12/5/2022,1,2129,2129,,12/5/2022,Nashik , Tier 2,Meta,N
CUST-0024238,Udarsh Kaur,5/8/2022,3,6703,2234.33,452,11/10/2024,Bengaluru , Tier 1,Meta,Y
CUST-0024240,Shivansh Borra,1/15/2022,3,6684,2228,491,7/26/2023,Pune , Tier 1,Meta,Y
CUST-0024241,Raagini Ben,8/9/2022,1,2155,2155,,8/9/2022,Mumbai , Tier 1,Meta,N
CUST-0024242,Lajita Dalal,10/21/2023,1,2053,2053,,10/21/2023,Ranchi , Tier 2,Organic Instagram,N
CUST-0024248,Onveer Ramaswamy,4/10/2023,1,2129,2129,,4/10/2023,Bengaluru , Tier 1,Influencer,N
CUST-0024250,Andrew Ben,3/3/2024,1,2495,2495,,3/3/2024,Mumbai , Tier 1,Influencer,N
CUST-0024251,Bhavya Loke,4/9/2024,1,2620,2620,,4/9/2024,Pune , Tier 1,Meta,N
CUST-0024252,Ekani Kuruvilla,2/16/2022,5,13505,2701,418,11/30/2025,Mumbai , Tier 1,Email/SMS,Y
CUST-0024255,Tarak Rastogi,11/17/2023,1,2099,2099,,11/17/2023,Gurgaon , Tier 2,Organic Instagram,N
CUST-0024256,Riya Gola,5/29/2025,1,3008,3008,,5/29/2025,Ranchi , Tier 2,Instagram DM,N
CUST-0024257,Mekhala Patel,11/6/2024,1,3453,3453,,11/6/2024,Delhi , Tier 1,Google,N
CUST-0024260,Charita De,3/29/2022,1,1460,1460,,3/29/2022,Kanpur , Tier 2,Meta,N
CUST-0024262,Jhalak Edwin,4/15/2025,1,3961,3961,,4/15/2025,Coimbatore , Tier 2,Email/SMS,N
CUST-0024263,Chameli Luthra,3/5/2023,2,5468,2734,601,10/26/2024,Rajkot , Tier 2,Meta,Y
CUST-0024265,Wazir Vora,11/24/2025,1,2921,2921,,11/24/2025,Visakhapatnam , Tier 2,Google,N
CUST-0024267,Kala Dube,2/12/2023,2,4578,2289,387,3/5/2024,Nagpur , Tier 2,Meta,Y
CUST-0024268,Rajeshri Ghosh,9/21/2024,2,5962,2981,447,12/12/2025,Chandigarh , Tier 2,Meta,Y
CUST-0024269,David Grover,3/22/2024,1,2618,2618,,3/22/2024,Hyderabad , Tier 1,Google,N
CUST-0024270,Rushil Dugal,7/19/2023,3,8814,2938,486,9/8/2025,Kanpur , Tier 2,Meta,Y
CUST-0024273,Jason Amble,8/10/2025,1,3005,3005,,8/10/2025,Kolkata , Tier 1,Meta,N
CUST-0024274,Balveer Kapoor,6/13/2023,1,1831,1831,,6/13/2023,Mysuru , Tier 2,Organic Instagram,N
CUST-0024275,Krisha Choudhary,3/15/2024,1,2686,2686,,3/15/2024,Delhi , Tier 1,Organic Instagram,N
CUST-0024277,Gaurang Deep,7/3/2025,1,2948,2948,,7/3/2025,Pune , Tier 1,Offline (Friends/Family),N
CUST-0024278,Nathaniel Dube,6/23/2023,3,7844,2614.67,327,8/18/2024,Kolkata , Tier 1,Influencer,Y
CUST-0024281,Amara Kanda,5/5/2024,2,5420,2710,230,12/21/2024,Mysuru , Tier 2,Meta,Y
CUST-0024282,Joshua Sha,11/15/2025,1,2709,2709,,11/15/2025,Patna , Tier 2,Instagram DM,N
CUST-0024285,Aishani Shroff,6/30/2023,1,2357,2357,,6/30/2023,Mumbai , Tier 1,Meta,N
CUST-0024289,Pallavi Sampath,4/30/2024,1,3134,3134,,4/30/2024,Lucknow , Tier 2,Meta,N
CUST-0024290,Reva Kohli,7/10/2023,2,4871,2435.5,210,2/6/2024,Bengaluru , Tier 1,Meta,Y
CUST-0024293,Riya Rajagopalan,11/26/2023,1,2674,2674,,11/26/2023,Hyderabad , Tier 1,Google,N
CUST-0024295,Rajeshri Banik,1/18/2024,1,2513,2513,,1/18/2024,Dehradun , Tier 2,Influencer,N
CUST-0024297,Sanya Ramaswamy,1/11/2023,3,5915,1971.67,274,10/2/2024,Ahmedabad , Tier 1,Meta,Y
CUST-0024298,Sarthak Om,10/27/2023,1,2062,2062,,10/27/2023,Bengaluru , Tier 1,Google,N
CUST-0024302,Girindra Deol,3/7/2023,3,7799,2599.67,178,1/30/2024,Ahmedabad , Tier 1,Google,Y
CUST-0024303,Dipta Batra,11/15/2022,3,6408,2136,718,11/1/2025,Bengaluru , Tier 1,Meta,Y
CUST-0024304,Jhalak Prabhu,10/17/2023,2,4912,2456,613,6/21/2025,Gurgaon , Tier 2,Instagram DM,Y
CUST-0024305,Hamsini Dalal,10/25/2024,3,8497,2832.33,369,11/12/2025,Coimbatore , Tier 2,Meta,Y
CUST-0024306,Atharv Solanki,1/3/2023,2,4732,2366,1039,11/8/2025,Ahmedabad , Tier 1,Meta,Y
CUST-0024308,Hiral Bir,6/8/2025,2,7921,3960.5,165,11/21/2025,Jaipur , Tier 2,Meta,Y
CUST-0024313,Siya Datta,3/1/2022,1,1437,1437,,3/1/2022,Coimbatore , Tier 2,Meta,N
CUST-0024316,Lekha Chada,6/9/2024,3,8917,2972.33,141,12/13/2025,Ranchi , Tier 2,Google,Y
CUST-0024319,Vedant Kar,11/15/2022,1,2082,2082,,11/15/2022,Pune , Tier 1,Google,N
CUST-0024320,Chandran Pathak,11/23/2025,1,3173,3173,,11/23/2025,Visakhapatnam , Tier 2,Google,N
CUST-0024322,Zaitra Modi,12/17/2023,1,2631,2631,,12/17/2023,Chennai , Tier 1,Meta,N
CUST-0024323,Lucky Choudhary,4/20/2022,2,4437,2218.5,922,10/29/2024,Chandigarh , Tier 2,Meta,Y
CUST-0024324,Girish Shukla,4/3/2025,2,7175,3587.5,141,8/23/2025,Pune , Tier 1,Google,Y
CUST-0024327,Daksh Borra,2/18/2024,1,2456,2456,,2/18/2024,Dehradun , Tier 2,Meta,N
CUST-0024328,Hiral Das,5/25/2024,2,5735,2867.5,77,8/11/2024,Jaipur , Tier 2,Meta,Y
CUST-0024329,Fitan Chauhan,3/12/2024,1,2166,2166,,3/12/2024,Nagpur , Tier 2,Meta,N
CUST-0024330,Sanaya Balasubramanian,1/6/2023,1,1959,1959,,1/6/2023,Rajkot , Tier 2,Meta,N
CUST-0024331,Mason Vyas,4/8/2025,2,6273,3136.5,202,10/27/2025,Hyderabad , Tier 1,Meta,Y
CUST-0024332,Timothy Kuruvilla,3/15/2022,1,1585,1585,,3/15/2022,Indore , Tier 2,Meta,N
CUST-0024335,Yadavi Anne,12/23/2022,2,3548,1774,193,7/5/2023,Surat , Tier 2,Influencer,Y
CUST-0024338,Vrinda Bassi,2/10/2024,1,2795,2795,,2/10/2024,Coimbatore , Tier 2,Google,N
CUST-0024339,Vidhi Vora,10/16/2025,1,3010,3010,,10/16/2025,Chennai , Tier 1,Google,N
CUST-0024342,Mugdha Vala,8/27/2022,1,2092,2092,,8/27/2022,Delhi , Tier 1,Meta,N
CUST-0024343,Hritik Kunda,6/17/2022,4,9855,2463.75,263,5/16/2025,Kanpur , Tier 2,Organic Instagram,Y
CUST-0024344,Nakul Bhatti,9/11/2023,1,2599,2599,,9/11/2023,Surat , Tier 2,Google,N
CUST-0024345,Lakshmi Talwar,8/3/2025,1,3198,3198,,8/3/2025,Mumbai , Tier 1,Influencer,N
CUST-0024347,Madhavi Lad,3/4/2024,1,3119,3119,,3/4/2024,Ranchi , Tier 2,Influencer,N
CUST-0024348,Wyatt Bora,4/9/2025,1,2434,2434,,4/9/2025,Mumbai , Tier 1,Meta,N
CUST-0024349,Ekaja Panchal,12/10/2025,1,3066,3066,,12/10/2025,Mysuru , Tier 2,Meta,N
CUST-0024350,Oscar Memon,8/7/2023,1,2116,2116,,8/7/2023,Ahmedabad , Tier 1,Meta,N
CUST-0024351,Ethan Rajagopalan,1/4/2025,1,3618,3618,,1/4/2025,Kanpur , Tier 2,Offline (Friends/Family),N
CUST-0024352,Saumya Bajwa,7/7/2024,5,13643,2728.6,121,11/5/2025,Kochi , Tier 2,Instagram DM,Y
CUST-0024356,Hardik Deshmukh,11/17/2022,1,1554,1554,,11/17/2022,Jaipur , Tier 2,Meta,N
CUST-0024357,Anay Rana,10/22/2024,1,3378,3378,,10/22/2024,Lucknow , Tier 2,Organic Instagram,N
CUST-0024358,Varsha Shere,7/20/2024,1,3209,3209,,7/20/2024,Chandigarh , Tier 2,Google,N
CUST-0024359,Yashvi Sem,4/12/2022,1,1879,1879,,4/12/2022,Bengaluru , Tier 1,Google,N
CUST-0024360,Adweta Minhas,11/1/2025,1,3488,3488,,11/1/2025,Noida , Tier 2,Meta,N
CUST-0024361,Inaya Mohan,10/10/2023,2,5438,2719,111,1/30/2024,Chennai , Tier 1,Offline (Friends/Family),Y
CUST-0024362,Hardik Nagarajan,8/1/2022,2,5899,2949.5,1168,10/13/2025,Pune , Tier 1,Organic Instagram,Y
CUST-0024363,Hema Chand,1/11/2022,2,2894,1447,248,9/17/2022,Chennai , Tier 1,Meta,Y
CUST-0024365,Ayushman Wali,6/19/2022,1,1663,1663,,6/19/2022,Hyderabad , Tier 1,Meta,N
CUST-0024366,Darika Iyengar,10/4/2022,1,2148,2148,,10/4/2022,Bengaluru , Tier 1,Influencer,N
CUST-0024367,Mohini Lanka,7/8/2024,1,2793,2793,,7/8/2024,Ludhiana , Tier 2,Meta,N
CUST-0024368,Mitali Oza,11/11/2022,2,4369,2184.5,1034,9/10/2025,Hyderabad , Tier 1,Meta,Y
CUST-0024371,Pushti Ganguly,9/30/2025,1,3556,3556,,9/30/2025,Pune , Tier 1,Meta,N
